Human gene	Ensembl ID	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
ABLIM1	ENSG00000099204	Znf_LIM; Villin_headpiece; AbLIM_anchor; Villin_headpiece_dom_sf	0	-0.536628871531699	-0.82959531593886	-0.535804555870419	0.590538939	0.48385467	0.9301	0	1	0	0	0
ABLIM2	ENSG00000163995	Znf_LIM; Villin_headpiece; AbLIM_anchor; Villin_headpiece_dom_sf	0	2.37713299679755	1.77406505371044	2.09318242540461	-0.059001249	0.927030321	0.0045858	0	0	0	0	0
ABLIM3	ENSG00000173210	Znf_LIM; Villin_headpiece; AbLIM_anchor; Villin_headpiece_dom_sf	0	-0.320965284142147	3.5246898983536	-0.140076916464092	0.126522016	1.38551831	1.0625e-07	0	0	0	0	0
ABO	ENSG00000175164	Glyco_trans_6; Nucleotide-diphossugar_trans	0	0.656744669408412	-0.0049370147805089	-1.89119555089571	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ABR	ENSG00000159842	C2_dom; RhoGAP_dom; DH-domain; GDS_CDC24_CS; PH_domain; Rho_GTPase_activation_prot; PH-like_dom_sf; C2_domain_sf; DBL_dom_sf; Abr/Bcr; ABR_PH; Bcr-Abl_oncoprot_oligo; Bcr-Abl_oncoprot_oligo_sf	0	-1.16700609915757	-0.339591217125371	0.703959830967577	-0.348509547	0.621478948	0.62738	0	0	1	0	0
ABRA	ENSG00000174429	Abra; Costars_dom; Costars_sf	0	-0.320965284142147	0.660355330412434	-0.148755466521485	-0.0284620504712684	-0.0769070168466188	6.1508e-06	0	0	0	0	0
ABRACL	ENSG00000146386	Costars_dom; Costars_sf; Costars	0	1.84579827880989	0.343395857821993	-0.80824348173687	0.281418953	0.336759891	0.24171	0	0	0	0	0
ABRAXAS1	ENSG00000163322	FAM175; FAM175_Abraxas1; MPN	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ABRAXAS2	ENSG00000165660	FAM175; FAM175_BRISC_cplx_Abro1_su; MPN	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ABTB1	ENSG00000114626	BTB/POZ_dom; Ankyrin_rpt; SKP1/BTB/POZ_sf; Ankyrin_rpt-contain_sf; ABTB1	0	-0.320965284142147	0.365928682723244	-0.870827588790381	-0.374982054	-0.697004866	2.1295e-05	0	0	0	0	0
ABTB2	ENSG00000166016	BTB/POZ_dom; Ankyrin_rpt; Histone-fold; SKP1/BTB/POZ_sf; Ankyrin_rpt-contain_sf	0	-4.01477248784701	-3.37027424268269	-0.592894835197686	0.313591855	-1.061535229	0.0046627	0	0	0	0	0
ABTB3	ENSG00000151136	BTB/POZ_dom; Ankyrin_rpt; Histone-fold; SKP1/BTB/POZ_sf; Ankyrin_rpt-contain_sf	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACAA1	ENSG00000060971	Thiolase; Thiolase-like; Thiolase_AS; Thiolase_CS; Thiolase_acyl_enz_int_AS; Thiolase_N; Thiolase_C	0	-0.352280982645854	-0.26384866756404	-0.492102087184617	-0.09518318	-0.246979188	3.5904e-09	0	0	0	0	0
ACACA	ENSG00000278540	Biotin_lipoyl; Biotin_BS; CbamoylP_synth_lsu-like_ATP-bd; BC-like_N; Biotin_COase_C; Single_hybrid_motif; Rudment_hybrid_motif; ATP-grasp; COA_CT_N; COA_CT_C; Biotin_carboxylation_dom; AcCoA_COase_cen; ATP_grasp_subdomain_1; PreATP-grasp_dom_sf; ClpP/crotonase-like_dom_sf; AcCoA_carboxyl	0	-0.320965284142147	-0.882995089867548	0.0433259736519127	0.14589951	0.706690111	1	1	0	0	0	0
ACACB	ENSG00000076555	Biotin_lipoyl; CbamoylP_synth_lsu-like_ATP-bd; BC-like_N; Biotin_COase_C; Single_hybrid_motif; Rudment_hybrid_motif; ATP-grasp; COA_CT_N; COA_CT_C; Biotin_carboxylation_dom; AcCoA_COase_cen; ATP_grasp_subdomain_1; PreATP-grasp_dom_sf; ClpP/crotonase-like_dom_sf; AcCoA_carboxyl	0	-4.21744271560811	-2.1909920484348	-1.66326210676654	-0.790184954	-1.270252024	7.6499e-47	0	0	0	0	0
ACAD10	ENSG00000111271	Aminoglycoside_PTrfase; Acyl-CoA_Oxase/DH_mid-dom; HAD-SF_hydro_IA; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; Kinase-like_dom_sf; HAD-SF_ppase_IA/epoxid_hydro_N; AcylCoA_DH/ox_N; PGP-like_dom2; HAD_sf; AcylCo_DH-like_C; HAD-like_sf; AcylCoA_DH/ox_N_sf; HAD_2; ACAD10_11_N; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-1.19692049940926	-1.25408078823927	-1.20103215759689	0.100104392	-0.359627878	1.0177e-30	0	0	0	0	0
ACAD11	ENSG00000240303	Aminoglycoside_PTrfase; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; Kinase-like_dom_sf; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; ACAD10_11_N; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.320965284142147	-0.67171239997305	-1.10171351241296	-0.0284620504712684	-0.0769070168466188	5.1833e-15	0	0	0	0	0
ACAD8	ENSG00000151498	Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCo_DH-like_C; Acyl-CoA_Oxase/DH_mid-dom_sf; Acyl-CoA_DH_CS; AcylCoA_DH/ox_N; IBD; AcylCoA_DH/ox_N_sf	0	-0.320965284142147	-0.727968232903178	-0.70415894184244	0.089823294	0.079226588	5.6389e-14	0	0	0	0	0
ACAD9	ENSG00000177646	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.320965284142147	0.565769857593654	-0.923466238313791	-0.019787525	-0.579120234	4.5256e-08	0	0	0	0	1
ACADL	ENSG00000115361	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; LCAD; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.320965284142147	-3.12882323145373	-1.77197552730065	-0.0284620504712684	-0.0769070168466188	1.743e-12	0	0	0	0	0
ACADM	ENSG00000117054	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf; MCAD	0	0.35925494111631	-1.88224522389967	-0.363586488582537	-0.442480297	-0.319791674	2.0548e-12	0	0	0	0	1
ACADS	ENSG00000122971	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-1.64686630779651	-3.35167449277387	-1.08772496467315	-0.190328076	-0.07886607	2.8026e-06	0	0	0	0	1
ACADSB	ENSG00000196177	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.281320709099861	-0.297556776227027	-0.613367432309462	0.085565827	1.079177487	2.6565e-11	0	0	0	0	1
ACADVL	ENSG00000072778	Acyl-CoA_DH_CS; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; AcylCoA_DH/ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.482598798484965	-1.32988086102806	-1.6342871123031	-0.415909152	-0.458015537	4.2385e-15	0	0	0	0	1
ACAN	ENSG00000157766	EGF-type_Asp/Asn_hydroxyl_site; Sushi_SCR_CCP_dom; Link_dom; EGF-like_dom; C-type_lectin-like; EGF-like_Ca-bd_dom; Ig/MHC_CS; Ig_sub; Ig-like_dom; Ig_V-set; Ig-like_fold; C-type_lectin-like/link_sf; CTDL_fold; EGF_Ca-bd_CS; C-type_lectin_CS; CSPG_CTLD; Sushi/SCR/CCP_sf; Ig-like_dom_sf	0	-0.320965284142147	-0.236163142822914	0.0466133260398052	-0.0284620504712684	-0.0769070168466188	1	1	0	0	0	1
ACAP1	ENSG00000072818	ArfGAP_dom; PH_domain; Ankyrin_rpt; BAR_dom; PH-like_dom_sf; AH/BAR_dom_sf; Ankyrin_rpt-contain_sf; ARFGAP/RecO; ArfGAP_dom_sf; ACAP1/2/3-like	0	-1.46459531924518	-0.90614178703015	-1.0125424293383	0.455164895	-0.149537022	0.067617	0	0	0	0	0
ACAP2	ENSG00000114331	ArfGAP_dom; PH_domain; Ankyrin_rpt; BAR_dom; PH-like_dom_sf; AH/BAR_dom_sf; Ankyrin_rpt-contain_sf; ARFGAP/RecO; ArfGAP_dom_sf; ACAP1/2/3-like	0	-0.320965284142147	-0.153738279540804	-1.25932611504711	-0.120287786	-0.927637538	0.92325	0	1	0	0	0
ACAP3	ENSG00000131584	ArfGAP_dom; PH_domain; Ankyrin_rpt; BAR_dom; PH-like_dom_sf; AH/BAR_dom_sf; Ankyrin_rpt-contain_sf; ARFGAP/RecO; ArfGAP_dom_sf; ACAP3_BAR; ACAP1/2/3-like	0	-0.320965284142147	0.478248146770016	0.918270012462488	0.07945529	0.459625327	4.4135e-06	0	0	0	0	0
ACAT1	ENSG00000075239	Thiolase; Thiolase-like; Thiolase_AS; Thiolase_CS; Thiolase_acyl_enz_int_AS; Thiolase_N; Thiolase_C	0	0.421285243857812	0.308235862385536	-0.980334218387704	-0.101175873	-0.315238981	9.8525e-08	0	0	0	0	1
ACAT2	ENSG00000120437	Thiolase; Thiolase-like; Thiolase_AS; Thiolase_CS; Thiolase_N; Thiolase_C	0	-0.320965284142147	0.136496417747202	0.275963281285731	-0.154690906	-0.044746247	5.5303e-07	0	0	0	0	0
ACBD3	ENSG00000182827	Acyl-CoA-binding_protein; GOLD_dom; FERM/acyl-CoA-bd_prot_sf; Acyl-CoA-binding_prot_CS; Acyl-CoA-binding_sf; GOLD_dom_sf	0	-0.320965284142147	-0.248301216848364	-1.51351488135027	0.233661417	0.443092787	0.010653	0	0	0	0	0
ACBD4	ENSG00000181513	Acyl-CoA-binding_protein; FERM/acyl-CoA-bd_prot_sf; Acyl-CoA-binding_prot_CS; Acyl-CoA-binding_sf	0	-0.320965284142147	-0.527176048918096	-0.556618566178044	0.123915558	0.624757557	1.0857e-06	0	0	0	0	0
ACBD5	ENSG00000107897	Acyl-CoA-binding_protein; ACBD5; FERM/acyl-CoA-bd_prot_sf; Acyl-CoA-binding_prot_CS; Acyl-CoA-binding_sf	0	-0.320965284142147	-0.490731542388653	0.768019304491703	0.01394475	-0.232816662	0.006148	0	0	0	0	0
ACBD6	ENSG00000230124	Acyl-CoA-binding_protein; Ankyrin_rpt; FERM/acyl-CoA-bd_prot_sf; Acyl-CoA-binding_sf; Ankyrin_rpt-contain_sf	0	-0.320965284142147	0.991375092550186	-0.905086432048815	-0.178840052	-0.099819994	2.2569e-06	0	0	0	0	1
ACBD7	ENSG00000176244	Acyl-CoA-binding_protein; FERM/acyl-CoA-bd_prot_sf; Acyl-CoA-binding_sf	0	-3.02412707188508	0.80086440239983	4.37090014982908	-0.188092939	-0.827213456	0.11605	0	0	0	0	0
ACCS	ENSG00000110455	PyrdxlP-dep_Trfase_small; Aminotransferase_I/II; PyrdxlP-dep_Trfase_major; PyrdxlP-dep_Trfase	0	-1.8038665818954	-1.81386192406696	-2.55720961750663	-0.0284620504712684	-0.0769070168466188	8.9836e-07	0	0	0	0	0
ACCSL	ENSG00000205126	Aminotransferase_I/II; PyrdxlP-dep_Trfase_major; PyrdxlP-dep_Trfase_small; PyrdxlP-dep_Trfase	0	-0.762095234674899	-3.72162118586475	0	-0.0284620504712684	-0.0769070168466188	8.5206e-18	0	0	0	0	0
ACD	ENSG00000102977	TPP1/Est3; ACD	0	0.976414130927361	0.862785320494091	-0.52813754809383	0.060171967	0.271606426	1.1148e-12	0	0	0	0	0
ACE	ENSG00000159640	Peptidase_M2	0	1.32331522747377	-2.14438818826634	-0.758067013485479	-0.0284620504712684	-0.0769070168466188	1.0344e-37	0	0	0	1	0
ACE2	ENSG00000130234	Peptidase_M2; Collectrin_dom	0	-0.320965284142147	-6.04940731154773	-0.672211191628035	0.504370519	0.824266147	0.99769	1	0	0	0	1
ACER1	ENSG00000167769	ACER	0	-0.28105267339908	-0.032911220497639	-0.131815267286079	-0.0284620504712684	-0.0769070168466188	0.0021705	0	0	0	0	0
ACER2	ENSG00000177076	ACER	0	0.300802922899824	-1.05902498670334	-0.605673694573703	0.099641382	0.255014956	0.040225	0	0	0	0	0
ACER3	ENSG00000078124	ACER	0	-1.89982685158394	-1.18053062921854	0.244516272088629	0.528415227	0.230512031	0.87464	0	0	1	0	1
ACHE	ENSG00000087085	Cholinesterase; CarbesteraseB; AChE_tetra; Carboxylesterase_B_CS; Carboxylesterase_B_AS; AB_hydrolase	0	1.12644833359527	4.65786276112214	2.52498980391114	0.224949194	1.229484362	0.99827	1	0	0	1	0
ACKR1	ENSG00000213088	Duffy_chemokine_rcpt	0	1.46064498473463	2.99593202042372	-2.35135413258411	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACKR2	ENSG00000144648	GPCR_Rhodpsn; Chemokine_rcpt; CXCR4/ACKR2; GPCR_Rhodpsn_7TM	0	-2.13041201091966	0.0769331579241468	-0.758638971767925	-0.0284620504712684	-0.0769070168466188	0.001388	0	0	0	0	0
ACKR3	ENSG00000144476	GPCR_Rhodpsn; ACKR3; GPCR_Rhodpsn_7TM; GPER1-like	0	-0.320965284142147	-4.76703906974361	-2.27911990504933	-0.0284620504712684	-0.0769070168466188	0.39134	0	0	0	0	0
ACKR4	ENSG00000129048	GPCR_Rhodpsn; Chemokine_rcpt; ACKR4; GPCR_Rhodpsn_7TM	0	-0.320965284142147	-0.767939364543606	-1.08787405592042	-0.0284620504712684	-0.0769070168466188	2.9962e-09	0	0	0	0	0
ACLY	ENSG00000131473	Citrate_synthase; CoA-bd; CoA_ligase; ATP-citrate_synthase; Succinyl-CoA_synth-like; Citrate_synth-like_sm_a-sub; Cit_synth/succinyl-CoA_lig_AS; Succ-CoA_synthase_bsu_CS; Citrate-bd; Citrt_syn/SCS-alpha_CS; NAD(P)-bd_dom_sf; Citrate_synthase_sf; Citrate_synth-like_lrg_a-sub	0	-0.277353799403709	-0.041056875320213	-0.9295555504548	0.051687191	-0.126924486	0.083556	0	0	0	0	0
ACMSD	ENSG00000153086	Amidohydro-rel; ACMSD; Metal_Hydrolase	0	1.61643164464032	0.266846520469464	-0.0380635215777412	-0.0284620504712684	-0.0769070168466188	1.392e-08	0	0	0	0	0
ACO1	ENSG00000122729	AconitaseA/IPMdHydase_ssu_swvl; Acoase/IPM_deHydtase_lsu_aba; Aconitase/IRP2; Aconitase/3IPM_dehydase_swvl; Acnase/IPM_dHydase_lsu_aba_1/3; Aconitase_4Fe-4S_BS; Aconitase_4Fe-4S_dom; AcnA_IRP_Swivel	0	-0.775183566862818	-1.57340651412496	-1.16149993683745	0.5751502	0.102410377	3.8322e-18	0	0	0	0	0
ACO2	ENSG00000100412	AconitaseA/IPMdHydase_ssu_swvl; Acoase/IPM_deHydtase_lsu_aba; Aconitase_mito-like; Aconitase/3IPM_dehydase_swvl; Acnase/IPM_dHydase_lsu_aba_1/3; Aconitase_dom2; Aconitase_4Fe-4S_BS; Aconitase_4Fe-4S_dom	0	-0.277297159128213	0.530699863741074	0.810934936361829	-0.227025903	-0.601986452	0.20791	0	0	0	0	1
ACOD1	ENSG00000102794	MmgE_PrpD; MmgE/PrpD_sf; MmgE/PrpD_sf_1; MmgE/PrpD_sf_2; MmgE_PrpD_N; MmgE_PrpD_C	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACOT1	ENSG00000184227	Thio_Ohase/aa_AcTrfase; BAAT_C; Acyl-CoA_thioEstase_long-chain; AB_hydrolase; Thio_Ohase/BAAT_N	0	-0.320965284142147	-2.31228258564586	-0.563518344708121	-0.0284620504712684	-0.0769070168466188	6.4141e-05	0	0	0	0	0
ACOT11	ENSG00000162390	START_lipid-bd_dom; Thioestr_dom; START-like_dom_sf; HotDog_dom_sf; HOTDOG_ACOT; Cytosol_ACT	0	-2.32363784461907	-4.84807035945897	-0.67927707149165	0.252879899	0.288569882	1.0844e-16	0	0	0	0	0
ACOT12	ENSG00000172497	START_lipid-bd_dom; Thioestr_dom; START-like_dom_sf; HotDog_dom_sf; HOTDOG_ACOT; Cytosol_ACT	0	-0.320965284142147	-0.903763183511684	-0.00527603080904501	-0.0284620504712684	-0.0769070168466188	2.7282e-14	0	0	0	0	0
ACOT13	ENSG00000112304	PAAI_dom; Thioestr_dom; HotDog_dom_sf; ACOT13	0	-0.778640783643482	1.08113948757621	0.355255009349	0.555876522	0.257383139	3.1271e-06	0	0	0	0	0
ACOT2	ENSG00000119673	Thio_Ohase/aa_AcTrfase; BAAT_C; Acyl-CoA_thioEstase_long-chain; AB_hydrolase; Thio_Ohase/BAAT_N	0	-0.373050940366635	-1.18723517680786	-1.16856880226624	-0.0284620504712684	-0.0769070168466188	9.3287e-06	0	0	0	0	0
ACOT4	ENSG00000177465	Thio_Ohase/aa_AcTrfase; BAAT_C; Acyl-CoA_thioEstase_long-chain; AB_hydrolase; Thio_Ohase/BAAT_N	0	1.14626164268885	2.29219354706846	0.423357305806011	-0.0284620504712684	-0.0769070168466188	1.0412e-08	0	0	0	0	0
ACOT6	ENSG00000205669	BAAT_C; AB_hydrolase; Thio_Ohase/aa_AcTrfase; Acyl-CoA_thioEstase_long-chain; Thio_Ohase/BAAT_N	0	-0.320965284142147	-0.665691955410505	0.482886479139942	-0.0284620504712684	-0.0769070168466188	0.0035327	0	0	0	0	0
ACOT7	ENSG00000097021	Thioestr_dom; HotDog_dom_sf; HOTDOG_ACOT; Cytosol_ACT	0	1.08018590983101	3.15487330157491	1.6493965180295	0.64925597	0.849661254	0.75926	0	0	1	0	0
ACOT8	ENSG00000101473	Acyl_CoA_thio; HotDog_dom_sf; Acyl-CoA_hotdog	0	-0.47125640274308	-0.103394120416407	0.213661501105348	-0.074893663	-0.997977651	5.9662e-06	0	0	0	0	0
ACOT9	ENSG00000123130	HotDog_dom_sf; HOTDOG_ACOT	0	-0.879568792096812	0.0101900890732827	-1.85590696677414	0.498850533	-0.910173171	6.8017e-09	0	0	0	0	1
ACOX1	ENSG00000161533	Acyl-CoA_oxidase_C; Acyl-CoA_Oxase/DH_mid-dom; AcylCoA_DH/oxidase_NM_dom; Acyl-CoA_oxidase; Acyl-CoA_ox_N; ACO; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.56578658440907	-0.364027003205966	-0.5282226719256	-0.036961539	0.993651107	0.062095	0	0	0	0	1
ACOX2	ENSG00000168306	Acyl-CoA_oxidase_C; AcylCoA_DH/oxidase_NM_dom; Acyl-CoA_oxidase; Acyl-CoA_ox_N; AcylCo_DH-like_C; AcylCoA_DH/ox_N_sf; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-2.37133988372162	-0.866200524433092	-2.04139688142665	-0.211211257	-1.086236059	2.1841e-10	0	0	0	0	1
ACOX3	ENSG00000087008	Acyl-CoA_oxidase_C; Acyl-CoA_Oxase/DH_mid-dom; AcylCoA_DH/oxidase_NM_dom; Acyl-CoA_oxidase; ACO; AcylCo_DH-like_C; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.380778393372905	-0.835670237439184	-1.2285497545234	0.214385361	-0.114853332	7.6016e-16	0	0	0	0	0
ACOXL	ENSG00000153093	Acyl-CoA_oxidase_C; Acyl-CoA_Oxase/DH_mid-dom; AcylCo_DH/oxidase_C; AcylCoA_DH/oxidase_NM_dom; Acyl-CoA_oxidase; AcylCo_DH-like_C; Acyl-CoA_Oxase/DH_mid-dom_sf	0	-0.481878244980832	0.532768195152954	-0.0616498232036031	-0.0284620504712684	-0.0769070168466188	5.2479e-15	0	0	0	0	0
ACP1	ENSG00000143727	Tyr_phospatase_low_mol_wt; Ptyr_pPase; Ptyr_pPase_sf; Tyr_Pase_low_mol_wt_mml	0	0.459628757228708	0.924265237122414	-0.302903546680988	0.149019539	-0.534603659	1.7531e-08	0	0	0	0	0
ACP2	ENSG00000134575	His_Pase_clade-2; His_PPase_superfam; Acid_Pase_AS	0	0.305913582085551	-0.326085957800005	-0.682591041820713	0.280755456	0.390735232	6.2383e-05	0	0	0	0	0
ACP3	ENSG00000014257	His_Pase_clade-2; His_PPase_superfam; Acid_Pase_AS	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACP4	ENSG00000142513	His_Pase_clade-2; His_PPase_superfam; Acid_Pase_AS	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACP5	ENSG00000102575	Calcineurin-like_PHP_ApaH; Acid_PPase; Metallo-depent_PP-like	0	-0.320965284142147	-0.084426784377553	-3.26221138913191	-0.0284620504712684	-0.0769070168466188	0.078651	0	0	0	0	1
ACP6	ENSG00000162836	His_PPase_superfam; His_Pase_clade-2; Acid_Pase_AS	0	-1.50358103992446	-1.11175061071638	-1.03371701347177	0.245295661	-0.488002951	2.3344e-13	0	0	0	0	0
ACP7	ENSG00000183760	Calcineurin-like_PHP_ApaH; Purple_acid_Pase-like_N; Purple_acid_Pase_N; Purple_acid_PPase_C_dom; Metallo-depent_PP-like; MPP_PAP	0	-0.320965284142147	-0.26384866756404	1.06231316179654	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
ACR	ENSG00000100312	Trypsin_dom; Peptidase_S1A; Peptidase_S1_PA; Pept_S1A_acrosin; TRYPSIN_HIS; TRYPSIN_SER; Peptidase_S1_PA_chymotrypsin	0	-0.320965284142147	0.557519321153622	-0.280300684913566	-0.0284620504712684	-0.0769070168466188	0.012215	0	0	0	0	0
ACRBP	ENSG00000111644	Proacrosin-bd; Kazal_dom_sf	0	-0.320965284142147	-0.462393501893045	-0.803723944261438	-0.299480935	0.187667256	2.6954e-10	0	0	0	0	0
ACRV1	ENSG00000134940	LY6_UPA_recep-like	0	-0.320965284142147	-0.00104208860729414	0.657350450800448	-0.0284620504712684	-0.0769070168466188	1.2111e-06	0	0	0	0	0
ACSBG1	ENSG00000103740	AMP-dep_Synth/Lig_com; AMP-binding_CS; ANL_N_sf	0	-5.3676091344418	-7.32094664787655	3.87945779857193	-1.737434502	-3.047733079	3.959e-05	0	0	0	0	0
ACSBG2	ENSG00000130377	AMP-dep_Synth/Lig_com; ANL_N_sf; AMP-binding_CS	0	-0.320965284142147	-0.575930817895352	-0.04192082089479	-0.0284620504712684	-0.0769070168466188	1.0757e-10	0	0	0	0	0
ACSF2	ENSG00000167107	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; AMP-bd_C_sf; ANL_N_sf	0	-3.75992204985079	-3.03635386492945	-1.36199916508406	-0.904596741	-1.823723223	1.4241e-05	0	0	0	0	0
ACSF3	ENSG00000176715	AMP-dep_Synth/Lig_com; ANL_N_sf; AMP-binding_CS; AMP-bd_C; AMP-bd_C_sf	0	-0.839188676103335	-0.00577741024603862	-0.934771294466345	0.296956457	0.299691502	2.3246e-26	0	0	0	0	1
ACSL1	ENSG00000151726	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; ANL_N_sf; LC-FACS_euk	0	-1.59366590101314	-0.848899720933663	-2.04908314405904	0.392421652	1.205031445	0.0015324	0	0	0	0	0
ACSL3	ENSG00000123983	AMP-dep_Synth/Lig_com; AMP-binding_CS; ANL_N_sf; ; AMP-bd_C	0	-0.320965284142147	-2.40621417407927	0.393663082832528	0.57023201	0.140599581	0.00034758	0	0	0	0	0
ACSL4	ENSG00000068366	AMP-dep_Synth/Lig_com; AMP-binding_CS; ANL_N_sf; AMP-bd_C_sf	0	-0.509049261399997	1.1366754643312	-0.535150239669494	0.10760201	1.043832463	0.98103	0	1	0	0	1
ACSL5	ENSG00000197142	AMP-dep_Synth/Lig_com; AMP-binding_CS; ANL_N_sf; LC-FACS_euk	0	-0.550528806283226	1.25432208125088	-1.05771348414822	-0.0284620504712684	-0.0769070168466188	2.8888e-09	0	0	0	0	0
ACSL6	ENSG00000164398	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; ANL_N_sf; LC-FACS_euk	0	-0.301210115908329	-1.60732478757338	3.78941387060372	-0.486405484	-0.106831802	0.0032201	0	0	0	0	0
ACSM1	ENSG00000166743	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; ANL_N_sf; AMP-bd_C_sf	0	-0.320965284142147	0.0096062467067599	-0.699570765965575	-0.0284620504712684	-0.0769070168466188	2.2841e-15	0	0	0	0	0
ACSM2A	ENSG00000183747	AMP-dep_Synth/Lig_com; ANL_N_sf; AMP-binding_CS; AMP-bd_C; AMP-bd_C_sf	0	-0.320965284142147	-0.26384866756404	-0.047820688255779	-0.0284620504712684	-0.0769070168466188	3.2754e-23	0	0	0	0	0
ACSM2B	ENSG00000066813	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; ANL_N_sf; AMP-bd_C_sf	0	-0.320965284142147	-0.26384866756404	-0.0520013206202971	-0.0284620504712684	-0.0769070168466188	6.2689e-26	0	0	0	0	0
ACSM3	ENSG00000005187	ANL_N_sf; ; AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; AMP-bd_C_sf	0	-0.320965284142147	0.402309339090221	-1.58249839774389	-0.0284620504712684	-0.0769070168466188	1.441e-14	0	0	0	0	0
ACSM4	ENSG00000215009	AMP-dep_Synth/Lig_com; AMP-binding_CS; AMP-bd_C; ANL_N_sf; AMP-bd_C_sf	0	-0.320965284142147	0.178628301106804	-0.0240896756763775	-0.0284620504712684	-0.0769070168466188	4.0476e-19	0	0	0	0	0
ACSM5	ENSG00000183549	AMP-dep_Synth/Lig_com; ANL_N_sf; AMP-binding_CS; AMP-bd_C; AMP-bd_C_sf	0	-0.320965284142147	-0.398824875419891	0.230418486658123	-0.0284620504712684	-0.0769070168466188	1.1745e-18	0	0	0	0	0
ACSM6	ENSG00000173124	AMP-dep_Synth/Lig_com; ANL_N_sf	0	0.964588514115986	-0.26384866756404	-0.0427587383585291	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
